,Player,href,Height,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
144,John Havlicek,/players/h/havlijo01.html,77,1964-65,24,BOS,NBA,SG,75,None,28.9,7.6,18.9,.401,,,,,,,,3.1,4.2,.744,None,None,4.9,2.7,None,None,None,2.7,18.3
145,John Havlicek,/players/h/havlijo01.html,77,None,25,BOS,NBA,SF,71,None,30.6,7.5,18.7,.399,,,,,,,,3.9,4.9,.785,None,None,6.0,3.0,None,None,None,2.2,18.8
146,John Havlicek,/players/h/havlijo01.html,77,None,26,BOS,NBA,SF,81,None,32.1,8.4,19.0,.444,,,,,,,,4.5,5.4,.828,None,None,6.6,3.4,None,None,None,2.6,21.4
147,John Havlicek,/players/h/havlijo01.html,77,None,27,BOS,NBA,SG,82,None,35.6,8.1,18.9,.429,,,,,,,,4.5,5.5,.812,None,None,6.7,4.7,None,None,None,2.9,20.7
148,John Havlicek,/players/h/havlijo01.html,77,None,28,BOS,NBA,SG,82,None,38.7,8.4,20.8,.405,,,,,,,,4.7,6.0,.780,None,None,7.0,5.4,None,None,None,3.0,21.6
149,John Havlicek,/players/h/havlijo01.html,77,None,29,BOS,NBA,SG,81,None,41.6,9.1,19.6,.464,,,,,,,,6.0,7.1,.844,None,None,7.8,6.8,None,None,None,2.6,24.2
150,John Havlicek,/players/h/havlijo01.html,77,None,30,BOS,NBA,SF,81,None,45.4,11.0,24.5,.450,,,,,,,,6.8,8.4,.818,None,None,9.0,7.5,None,None,None,2.5,28.9
151,John Havlicek,/players/h/havlijo01.html,77,None,31,BOS,NBA,SF,82,None,45.1,10.9,23.9,.458,,,,,,,,5.6,6.7,.834,None,None,8.2,7.5,None,None,None,2.2,27.5
152,John Havlicek,/players/h/havlijo01.html,77,None,32,BOS,NBA,SF,80,None,42.1,9.6,21.3,.450,,,,,,,,4.6,5.4,.858,None,None,7.1,6.6,None,None,None,2.4,23.8
153,John Havlicek,/players/h/havlijo01.html,77,None,33,BOS,NBA,SF,76,None,40.7,9.0,19.8,.456,,,,,,,,4.6,5.5,.832,1.8,4.6,6.4,5.9,1.3,0.4,None,2.6,22.6
154,John Havlicek,/players/h/havlijo01.html,77,None,34,BOS,NBA,SF,82,None,38.2,7.8,17.2,.455,,,,,,,,3.5,4.0,.870,1.9,4.0,5.9,5.3,1.3,0.2,None,2.8,19.2
155,John Havlicek,/players/h/havlijo01.html,77,None,35,BOS,NBA,SF,76,None,34.2,6.6,14.8,.450,,,,,,,,3.7,4.4,.844,1.5,2.6,4.1,3.7,1.3,0.4,None,2.7,17.0
156,John Havlicek,/players/h/havlijo01.html,77,None,36,BOS,NBA,SF,79,None,36.9,7.3,16.2,.452,,,,,,,,3.0,3.6,.816,1.4,3.5,4.8,5.1,1.1,0.2,None,2.6,17.7
157,John Havlicek,/players/h/havlijo01.html,77,None,37,BOS,NBA,SF,82,None,34.1,6.7,14.8,.449,,,,,,,,2.8,3.3,.855,1.1,2.9,4.0,4.0,1.1,0.3,2.5,2.3,16.1
158,Oscar Robertson,/players/r/roberos01.html,77,None,22,CIN,NBA,PG,71,None,42.7,10.6,22.5,.473,,,,,,,,9.2,11.2,.822,None,None,10.1,9.7,None,None,,3.1,30.5
159,Oscar Robertson,/players/r/roberos01.html,77,None,23,CIN,NBA,PG,79,None,44.3,11.0,22.9,.478,,,,,,,,8.9,11.0,.803,None,None,12.5,11.4,None,None,,3.3,30.8
160,Oscar Robertson,/players/r/roberos01.html,77,None,24,CIN,NBA,PG,80,None,44.0,10.3,19.9,.518,,,,,,,,7.7,9.5,.810,None,None,10.4,9.5,None,None,,3.7,28.3
161,Oscar Robertson,/players/r/roberos01.html,77,None,25,CIN,NBA,PG,79,None,45.1,10.6,22.0,.483,,,,,,,,10.1,11.9,.853,None,None,9.9,11.0,None,None,,3.5,31.4
162,Oscar Robertson,/players/r/roberos01.html,77,None,26,CIN,NBA,PG,75,None,45.6,10.8,22.4,.480,,,,,,,,8.9,10.6,.839,None,None,9.0,11.5,None,None,,2.7,30.4
163,Oscar Robertson,/players/r/roberos01.html,77,None,27,CIN,NBA,PG,76,None,46.0,10.8,22.7,.475,,,,,,,,9.8,11.6,.842,None,None,7.7,11.1,None,None,,3.0,31.3
164,Oscar Robertson,/players/r/roberos01.html,77,None,28,CIN,NBA,PG,79,None,43.9,10.6,21.5,.493,,,,,,,,9.3,10.7,.873,None,None,6.2,10.7,None,None,,2.9,30.5
165,Oscar Robertson,/players/r/roberos01.html,77,None,29,CIN,NBA,PG,65,None,42.5,10.2,20.3,.500,,,,,,,,8.9,10.2,.873,None,None,6.0,9.7,None,None,,3.1,29.2
166,Oscar Robertson,/players/r/roberos01.html,77,None,30,CIN,NBA,PG,79,None,43.8,8.3,17.1,.486,,,,,,,,8.1,9.7,.838,None,None,6.4,9.8,None,None,,2.9,24.7
167,Oscar Robertson,/players/r/roberos01.html,77,None,31,CIN,NBA,PG,69,None,41.5,9.4,18.4,.511,,,,,,,,6.6,8.1,.809,None,None,6.1,8.1,None,None,,2.5,25.3
168,Oscar Robertson,/players/r/roberos01.html,77,None,32,MIL,NBA,PG,81,None,39.4,7.3,14.7,.496,,,,,,,,4.8,5.6,.850,None,None,5.7,8.2,None,None,,2.5,19.4
169,Oscar Robertson,/players/r/roberos01.html,77,None,33,MIL,NBA,PG,64,None,37.3,6.5,13.9,.472,,,,,,,,4.3,5.2,.836,None,None,5.0,7.7,None,None,,1.8,17.4
170,Oscar Robertson,/players/r/roberos01.html,77,1972-73,34,MIL,NBA,PG,73,None,37.5,6.1,13.5,.454,,,,,,,,3.3,3.8,.847,None,None,4.9,7.5,None,None,,2.3,15.5
171,Oscar Robertson,/players/r/roberos01.html,77,1973-74,35,MIL,NBA,PG,70,None,35.4,4.8,11.0,.438,,,,,,,,3.0,3.6,.835,1.0,3.0,4.0,6.4,1.1,0.1,,1.9,12.7
